,CZ010 - Prague,CZ020 - Central Bohemian,CZ031 - South Bohemian,CZ032 - Plzeň,CZ041 - Karlovy Vary,CZ042 - Ústí nad Labem,CZ051 - Liberec,CZ052 - Hradec Králové,CZ053 - Pardubice,CZ063 - Vysočina,CZ064 - South Moravian,CZ071 - Olomouc,CZ072 - Zlín,CZ080 - Moravian-Silesian,PL21 - Małopolskie,PL22 - Śląskie,PL41 - Wielkopolskie,PL42 - Zachodniopomorskie,PL43 - Lubuskie,PL51 - Dolnośląskie,PL52 - Opolskie,PL61 - Kujawsko-Pomorskie,PL62 - Warmińsko-Mazurskie,PL63 - Pomorskie,PL71 - Łódzkie,PL72 - Świętokrzyskie,PL81 - Lubelskie,PL82 - Podkarpackie,PL84 - Podlaskie,PL9 - Mazowieckie,SE110 - Stockholm,SE121 - Uppsala,SE122 - Södermanland,SE123 - Östergötland,SE124 - Örebro,SE125 - Västmanland,SE211 - Jönköping,SE212 - Kronoberg,SE213 - Kalmar,SE214 - Gotland,SE221 - Blekinge,SE224 - Skåne,SE231 - Halland,SE232 - Västra Götaland,SE311 - Värmland,SE312 - Dalarna,SE313 - Gävleborg,SE321 - Västernorrland,SE322 - Jämtland,SE331 - Västerbotten,SE332 - Norrbotten
CZ010 - Prague,0.0,8.87417247008326,12.290913922880659,13.948356217874784,48.336532046536284,13.457980134834477,11.95282662069328,19.603437894297436,12.265551078903458,19.73821639306757,9.719161436711905,10.721909395105254,19.02605033249415,14.288618959976406,16.820119716072014,20.696747193925905,12.578204548377787,13.03626311570511,14.584522828798093,14.879769271024058,18.109740149923702,11.955562875489179,11.404068666073053,8.65311439545962,13.610645572950297,17.188694348240748,18.42109830470175,17.172876714212528,13.822690657276805,13.888123513295785,17.995260469497744,19.59189726001676,17.86594524144853,18.827464379753458,20.674541360523992,22.321584874210075,16.814487803624477,21.616923860484174,23.231265764653262,24.672983937672036,22.61504993710065,16.44766476108128,17.201173344434896,16.732689857018894,16.477156620963644,20.58162445846358,17.976843272704365,24.86486482151591,21.996556945822885,18.092345150106496,16.978021565489957
CZ020 - Central Bohemian,8.87417247008326,0.0,11.653307564961883,12.321396582642205,45.84627866233748,10.169201669306881,9.656633717679384,14.867049349938588,11.98377850437674,18.663724765277017,8.994167228302063,10.673593783579586,14.505425875043773,11.032237879475117,13.863857516704218,19.62966956783226,13.509173109350336,15.507353149313637,10.425668839040753,13.048958349506858,17.876369476514913,10.591079305991247,9.906378347678876,9.549470274502628,14.329308305581746,14.643461709663717,13.900473847251373,14.867324050616267,11.3601727506827,11.267998651482655,19.61304174893988,21.279921431931534,18.503551599367302,19.90268606950854,22.362565532438765,23.25446563744576,19.285577837233003,24.0880138940927,25.70235579826179,26.682756069061895,23.69027162685573,18.172485868974874,19.672263378043425,18.6667656006895,19.61992325911019,23.05271449207211,19.052064962459447,27.335954855124434,23.684581117737658,18.729951508025273,18.361822930910847
CZ031 - South Bohemian,12.290913922880659,11.653307564961883,0.0,19.335627058248903,49.640187135901634,9.634244867925503,13.724383510564234,22.404037099343608,15.347176873136144,10.936795979529164,6.587676836203858,9.322559307257562,13.828212232029028,11.937867348285868,12.64714374464348,16.942633087390995,11.896742592413787,13.894922632377089,8.597198721591077,11.43652783257031,16.263938959578365,12.809797872815906,14.346763908408615,13.054275066035421,12.296611488581323,13.049237098182868,11.059725461107693,11.901115221566224,9.799916677122575,9.655568134546106,26.812519099949874,26.476397177273935,30.156859164329187,25.837564645555545,26.34146285515707,32.3629520503421,25.78749573014988,24.813661247976736,28.51301014075946,29.474248231278402,25.491251246194764,24.544481904313553,27.83632510984498,26.719501242998,28.768070543844303,28.24776765729374,27.763151662522777,32.45927234251395,33.877828005599,30.38325907298716,23.318988521362098
CZ032 - Plzeň,13.948356217874784,12.321396582642205,19.335627058248903,0.0,38.00389803097607,12.058595018471243,10.051501756809868,16.65586035341621,9.9476768033701,20.788764526196964,15.82593205265865,22.994990366221792,19.784350826996075,18.288422594687617,23.951401784754268,22.56408809075736,23.97537788003257,24.380022444003806,18.451207168201314,24.02849803377878,26.921091147525676,20.780009012752583,18.790353155233106,19.929743126794065,26.65070488822395,24.11368465536483,22.1658146541222,20.15275851986008,19.309716554624526,19.533468871124306,27.663098105069626,26.094946551943185,26.745126408858184,32.22408265215074,31.24808588428199,29.229117531973888,27.10905380371126,31.911489860570956,33.52583176474005,34.50623203554015,36.011668209497934,29.84428303347857,28.851555422438192,29.63002886001411,28.356631976683573,32.05655585407861,31.37346154510165,35.15943082160269,34.6041888369141,26.97152631751615,30.374639837887244
CZ041 - Karlovy Vary,48.336532046536284,45.84627866233748,49.640187135901634,38.00389803097607,0.0,47.83850390881802,47.04358138810224,30.979229312398896,38.65308968790021,58.79266255717303,53.06086147321853,52.75994386007667,55.287133101396876,52.39552311593864,55.77420533343088,53.48516014357099,55.45876789956591,49.42253989328378,52.331879987149996,54.304498992046504,54.057710019684905,51.863998230407006,48.64270682479269,52.478173382179534,52.981742534241086,55.78275880332903,52.89293161761302,51.02347364460401,47.32445679261596,51.34676422948873,56.7038151523543,55.06727846515786,60.37464012184657,57.68111528653285,63.55128764842226,55.5704527555408,52.59512925932632,55.80693796169957,60.65008581837859,64.04756659438745,55.75486252811244,57.10866606705932,60.55844988682091,57.16430812044734,54.02257514260263,54.408068867389,53.70888489654052,59.10313320028426,55.54679914381976,53.94465593214181,55.9255094217647
CZ042 - Ústí nad Labem,13.457980134834477,10.169201669306881,9.634244867925503,12.058595018471243,47.83850390881802,0.0,12.561905363360946,16.85927459641912,9.502340654307778,10.954158648355014,9.80316382657364,15.48848170629863,15.782480104644499,12.882380623609329,16.444893124831108,15.0575794308342,16.635043540306157,17.944347007971153,12.627063233927593,16.52198937385562,20.29380347191488,13.273500352829423,15.852932122661713,14.560443280288519,19.14419622830079,16.60717599544167,15.089589973444209,12.646249859936919,13.777606746082668,14.253994804904528,27.789754727348683,28.26607238794063,27.02819802325171,26.14237510218655,29.34871648844786,29.234290909264626,25.288991253509717,29.148951824731192,30.019178355012556,30.9804164455315,28.505159549574774,25.096463188280804,24.707663968767505,26.488146500206096,25.639409402766827,25.470148487472077,24.6344905214453,29.753388850524402,30.74916686452152,27.385445513656492,23.8596796410288
CZ051 - Liberec,11.95282662069328,9.656633717679384,13.724383510564234,10.051501756809868,47.04358138810224,12.561905363360946,0.0,17.15064202688861,16.621649458676693,14.493073051491688,13.632038182602015,17.729966349730926,17.030198351187337,16.803753554285006,20.202664442779863,20.6012931919904,19.84798003542598,21.84616007538928,16.54843616460327,19.387765275582503,24.215176402590558,15.514984996261717,15.750136857370158,15.888277200578273,21.385680871733083,18.848660638873962,19.010962904119886,16.366657303513175,17.698979676758345,17.606805577558298,23.81435527933945,27.662375046067186,22.29376888184255,26.95905863565988,28.745019146574418,27.744448491571276,25.624384763308647,30.426820820168345,32.04116272433743,33.02156299513754,30.746644193007068,24.579259016987702,26.01107030411907,25.005572526765146,24.11585124626036,29.391521418147754,26.108437528610786,33.674761781200075,30.06703473187331,23.97421520838688,25.10961582139638
CZ052 - Hradec Králové,19.603437894297436,14.867049349938588,22.404037099343608,16.65586035341621,30.979229312398896,16.85927459641912,17.15064202688861,0.0,15.604746248580991,27.813433244774135,22.081632160819638,21.78071454767777,26.62572660739593,21.41629380353974,25.474181774865784,24.21608632797654,24.47953858716702,20.169048567989044,21.3526506747511,23.325269679647604,26.54781890810679,20.884768918008113,23.422508102831873,21.498944069780638,22.491054819816352,24.803529490930135,21.913702305214123,22.08936727011593,18.187073859922847,21.95358301405898,27.430515832480758,25.402393541349927,29.395410809447668,27.342926009820165,32.57205833602336,27.34632317951089,27.30141932874994,26.95254811370914,29.6708565059797,33.068337281988555,31.130511567167353,26.12943675466042,29.57922057442201,26.185078808048438,26.93339405472097,30.71132888707673,26.49230490277107,28.386410166105307,29.723032194583517,25.72135252800691,25.493483195556664
CZ053 - Pardubice,12.265551078903458,11.98377850437674,15.347176873136144,9.9476768033701,38.65308968790021,9.502340654307778,16.621649458676693,15.604746248580991,0.0,20.45649930266279,14.862671307929146,21.863923172727965,19.568866381188464,20.20011458912107,22.82033459126044,21.433020897263532,22.844310686538744,23.24895525050998,14.704259357485613,22.897430840284954,25.79002395403185,19.648941819258756,17.65928596173928,18.79867593330024,25.519637694730122,22.982617461871,21.034747460628374,19.021691326366252,18.1786493611307,18.40240167763048,26.5320309115758,23.82249228606582,24.6725159355922,31.093015458656918,30.117018690788164,27.722990989779063,24.1102472160539,27.22180210349219,30.472169003221744,29.816544278461386,34.88060101600411,28.71321583998474,27.720488228944365,28.498961666520284,27.225564783189746,30.925488660584783,30.242394351607825,30.469743064523925,33.47312164342027,25.562109104993407,29.243572644393417
CZ063 - Vysočina,19.73821639306757,18.663724765277017,10.936795979529164,20.788764526196964,58.79266255717303,10.954158648355014,14.493073051491688,27.813433244774135,20.45649930266279,0.0,11.952317648349574,11.930468530568408,10.480907763342453,18.898982497852643,13.09010121133555,18.037236382226844,17.53379437859481,22.68986768387819,12.897036706796747,16.559703097223434,16.53224143366587,19.666297024970177,24.347455218631847,23.054966376258655,12.55371656152308,12.837601222619684,15.896262495838268,12.917259612807726,15.181075351562981,18.189415777963365,36.28427782331882,30.934088612237534,31.737677682646655,33.383142992953275,36.213251349324295,33.94377056865957,33.78351434947985,26.394479766294204,38.51370145098269,39.474939541501634,35.491942556417996,33.59098628425094,32.8554907013355,34.98266959617623,31.42246354086815,33.28011653588561,31.121015673176206,34.04009086083142,35.458646523916464,35.87996860962663,32.354202736998936
CZ064 - South Moravian,9.719161436711905,8.994167228302063,6.587676836203858,15.82593205265865,53.06086147321853,9.80316382657364,13.632038182602015,22.081632160819638,14.862671307929146,11.952317648349574,0.0,10.840773287827682,12.598727741491414,17.210503313046395,10.489930393943315,16.26341054022724,9.009861625050286,10.737550035528619,10.053933123516593,10.853762890266385,12.011431978366467,9.972350507773562,12.395137570282273,11.102648727909079,10.922637307993403,12.366467483299292,8.701936867989847,10.832267185552261,9.249380822715521,8.768230243709116,24.331960174969243,21.04427571326072,24.724737700315973,21.4308253446037,24.26093370097472,26.930830586328888,21.831196701130278,19.38153978396352,26.561383802633117,27.52262189315206,23.539624908068422,21.638668635901364,22.404203645831767,23.030351947826656,23.33594907983109,22.815646193280525,22.331030198509563,27.027150878500734,28.445706541585785,24.951137608973944,20.40188508864936
CZ071 - Olomouc,10.721909395105254,10.673593783579586,9.322559307257562,22.994990366221792,52.75994386007667,15.48848170629863,17.729966349730926,21.78071454767777,21.863923172727965,11.930468530568408,10.840773287827682,0.0,11.019955153654344,7.983474042787416,13.399820656779134,20.245754534344446,12.127211888796328,11.584564567545177,11.041753805552936,14.630257558070026,15.20267837196023,10.82797610558514,12.416986688063439,11.124497845690245,11.383362036653002,14.072581004033783,10.415003125861944,11.964833100206503,8.588625364966926,11.073643512185221,25.24351457217447,24.90739264949853,28.587854636553782,24.26856011778014,24.772458327381663,30.793947522566697,24.218491202374477,23.24465672020133,26.583232920414282,27.544471010933226,23.561474025849588,22.975477376538148,26.267320582069576,25.150496715222594,27.199066016068898,26.678763129518334,26.19414713474737,30.890267814738543,32.308823477823594,28.814254545211753,21.749983993586692
CZ072 - Zlín,19.02605033249415,14.505425875043773,13.828212232029028,19.784350826996075,55.287133101396876,15.782480104644499,17.030198351187337,26.62572660739593,19.568866381188464,10.480907763342453,12.598727741491414,11.019955153654344,0.0,11.363512575555259,15.157775110442866,15.527888296527525,10.873608426977794,14.436795995053663,9.585874667773453,11.321400046139061,10.490046534709801,13.174341578546366,16.094383529807317,14.801894687434123,10.536203063305592,12.971341847263334,10.695127203344136,12.553558195162227,11.842605270966835,9.936344089138835,28.031206134494287,24.791942005013908,28.678125967581046,25.130071304128744,27.960179660499765,30.678496878082075,25.53044266065532,23.12920607571671,30.26062976215816,31.221867852677104,28.971907480782345,26.031159177882635,26.151869937584955,27.676793733040014,28.742928953330416,27.884920474758424,28.094548642366615,30.77481717025392,32.19337283333897,30.04423428833099,27.628145114602333
CZ080 - Moravian-Silesian,14.288618959976406,11.032237879475117,11.937867348285868,18.288422594687617,52.39552311593864,12.882380623609329,16.803753554285006,21.41629380353974,20.20011458912107,18.898982497852643,17.210503313046395,7.983474042787416,11.363512575555259,0.0,19.769550681997845,16.32692090228651,11.901232616398662,8.413672483463271,9.062842389137433,15.79605326636926,15.785867234874225,7.885635016234023,9.265772941353935,13.075918400536631,14.941096604358503,18.597622262457552,17.033621808698626,19.409856216858156,15.673055739239405,15.165822953405652,21.115248746925907,24.48907363884731,22.912509653337025,18.264011039760387,22.584431045702637,23.926113181108693,22.572082384247366,18.67903812098732,20.070498863322285,26.03084068687825,21.783265125480547,18.267514309219077,19.399486240611573,18.28266237376459,24.682960126755482,27.42210276811092,19.326312793289368,24.02243347328054,25.440989136365587,22.54018397383389,23.151762287590497
PL21 - Małopolskie,16.820119716072014,13.863857516704218,12.64714374464348,23.951401784754268,55.77420533343088,16.444893124831108,20.202664442779863,25.474181774865784,22.82033459126044,13.09010121133555,10.489930393943315,13.399820656779134,15.157775110442866,19.769550681997845,0.0,8.877839576473269,10.746198834981428,15.902272140264811,10.883856121608634,9.772107553610052,9.507503724353938,13.952846311987809,17.559859675018465,16.26737083264527,9.113030385973207,10.462219987454958,9.108666952224887,6.962053255725614,10.429792440191516,11.401820234349984,29.496682279705436,28.032262855901198,31.71272484295645,27.39343032418281,29.425655805710914,33.918817728969366,27.343361408777145,26.369526926604,31.72610590736931,32.687343997888256,28.704347012804615,26.803390740637557,29.392190788472245,28.275366921625263,30.323936222471566,29.803633335921003,29.31901734115004,34.01513802114121,35.43369368422626,31.939124751614422,25.566607193385554
PL22 - Śląskie,20.696747193925905,19.62966956783226,16.942633087390995,22.56408809075736,53.48516014357099,15.0575794308342,20.6012931919904,24.21608632797654,21.433020897263532,18.037236382226844,16.26341054022724,20.245754534344446,15.527888296527525,16.32692090228651,8.877839576473269,0.0,8.118542645548118,15.277710148568309,9.204000728791508,8.849380703775648,13.30356676513183,10.135892012253354,14.882605369877142,12.880857598776748,10.311879153301698,8.22744830522642,13.485387487315222,8.328282567387301,19.286406268843493,9.172111022159225,24.619548345140185,25.771159329448714,26.822239118625223,26.788212946309528,25.714800805579607,29.028332004638138,24.35809079290748,24.269560385437195,23.861460791315544,30.20458301676694,30.984147859259558,27.87927055240555,24.501705064141017,26.924818405514912,26.663460683607816,25.78981476923686,26.695103091760004,29.124652296809984,30.543207959895035,27.048639027283194,26.201380830870278
PL41 - Wielkopolskie,12.578204548377787,13.509173109350336,11.896742592413787,23.97537788003257,55.45876789956591,16.635043540306157,19.84798003542598,24.47953858716702,22.844310686538744,17.53379437859481,9.009861625050286,12.127211888796328,10.873608426977794,11.901232616398662,10.746198834981428,8.118542645548118,0.0,7.159167503020191,8.140051329053131,5.401088378549019,8.13050383244529,6.8532232649872995,7.530739412839337,6.204885703996817,7.004064791168581,12.035277893628583,8.865342136532526,11.606171682743273,11.167863623295375,4.441909008908268,18.750483444724008,18.505491345571944,21.764703967240298,18.66967030076141,18.679456970729486,23.970796853253212,19.02689336290831,16.421506050887846,20.97990707238788,24.843905864301213,22.86560521371144,19.760727906857433,19.44416991275609,19.107551893239787,20.404923847977205,20.429137616771133,19.525306802566387,24.06711714542506,25.48567280851011,21.99110387589827,19.771461937636715
PL42 - Zachodniopomorskie,13.03626311570511,15.507353149313637,13.894922632377089,24.380022444003806,49.42253989328378,17.944347007971153,21.84616007538928,20.169048567989044,23.24895525050998,22.68986768387819,10.737550035528619,11.584564567545177,14.436795995053663,8.413672483463271,15.902272140264811,15.277710148568309,7.159167503020191,0.0,11.635407807400936,10.162502276780712,13.118079978670247,6.547965018377383,7.519006348970149,5.974552390616717,11.765478689400274,16.143723240022418,13.626756034764218,16.367585580974968,10.096056696496353,8.084814253790588,19.131651796250534,17.173711120356433,18.73926784701608,14.942880043088376,15.80853887418708,19.209382955021518,16.97384806632176,14.242676318353979,20.17171115657181,21.78060075287366,20.642267359956165,13.84519664688528,16.364773468357203,15.490831202042656,16.736329712915303,20.106740249620046,15.908586111369257,19.305703247193367,20.724258910278415,18.032514013610264,17.540433675572366
PL43 - Lubuskie,14.584522828798093,10.425668839040753,8.597198721591077,18.451207168201314,52.331879987149996,12.627063233927593,16.54843616460327,21.3526506747511,14.704259357485613,12.897036706796747,10.053933123516593,11.041753805552936,9.585874667773453,9.062842389137433,10.883856121608634,9.204000728791508,8.140051329053131,11.635407807400936,0.0,8.193171482799341,11.085764596546236,10.878819345440899,11.4504185118351,10.157929669461906,10.81537833724451,9.898780568680204,8.334780114921278,10.711014523080808,10.082405540051987,6.466981259628304,25.294357812030228,24.958235889354288,28.63869787640954,24.3194033576359,24.823301567237422,30.844790762422456,24.269334442230235,23.29549996005709,25.616664744185943,26.577902834704886,23.62388065482207,23.026320616393907,26.318163821925335,25.201339955078353,27.249909255924656,26.729606369374093,26.24499037460313,30.941111054594302,32.35966671767935,28.865097785067512,23.19334175493607
PL51 - Dolnośląskie,14.879769271024058,13.048958349506858,11.43652783257031,24.02849803377878,54.304498992046504,16.52198937385562,19.387765275582503,23.325269679647604,22.897430840284954,16.559703097223434,10.853762890266385,14.630257558070026,11.321400046139061,15.79605326636926,9.772107553610052,8.849380703775648,5.401088378549019,10.162502276780712,8.193171482799341,0.0,7.906498251359183,9.405913814820675,7.787752121408413,8.26159093187745,5.0078857939324415,10.646925028182022,8.977839080593675,8.418386263159256,10.437025565067845,7.812876780782048,23.821452281410004,23.485330358734064,27.165792345789317,22.846497827015675,23.350396036617198,29.37188523180223,23.836612637627194,21.822594429436865,23.028741431770758,27.239111501262734,22.991535939865035,21.553415085773683,24.84525829130511,23.72843442445813,25.777003725304432,25.25670083875387,24.772084843982906,29.468205523974078,30.88676118705913,27.392192254447288,21.570260083347627
PL52 - Opolskie,18.109740149923702,17.876369476514913,16.263938959578365,26.921091147525676,54.057710019684905,20.29380347191488,24.215176402590558,26.54781890810679,25.79002395403185,16.53224143366587,12.011431978366467,15.20267837196023,10.490046534709801,15.785867234874225,9.507503724353938,13.30356676513183,8.13050383244529,13.118079978670247,11.085764596546236,7.906498251359183,0.0,11.15613647688367,13.627222895441424,12.33473405306823,6.248505610205316,8.712785765862378,8.063362504518329,10.468173569130654,10.616850144161802,7.469183454772942,25.564045500128394,25.45258848399691,28.199123191568926,23.879828672795284,25.493019026133872,30.40521607758184,23.82975975738962,22.855925275216475,27.793469127792267,28.75470721831121,26.804628259699456,23.863879956799746,25.87858913708472,25.509514511957125,26.81033457108404,26.290031684533478,25.927269421283725,30.501536369753687,31.92009203283874,28.425523100226897,26.71855907606168
PL61 - Kujawsko-Pomorskie,11.955562875489179,10.591079305991247,12.809797872815906,20.780009012752583,51.863998230407006,13.273500352829423,15.514984996261717,20.884768918008113,19.648941819258756,19.666297024970177,9.972350507773562,10.82797610558514,13.174341578546366,7.885635016234023,13.952846311987809,10.135892012253354,6.8532232649872995,6.547965018377383,10.878819345440899,9.405913814820675,11.15613647688367,0.0,5.750582928483565,5.988453919952704,11.008890227440236,15.387134778062379,12.870167572804181,15.610997119014929,9.339468234536316,7.5371372743607985,20.05841636083671,16.79414749862895,17.812841576244242,17.40365388632334,18.48048172433285,20.771154517652935,18.273421343234133,17.36694480191012,18.84740442601251,25.1704835334412,21.919250623673985,17.743378540152193,17.89797807284512,16.78892639326156,20.731501517117195,20.755715285911123,16.55921107950665,20.062291709153403,24.26218552600308,19.34386825385671,21.33768994320095
PL62 - Warmińsko-Mazurskie,11.404068666073053,9.906378347678876,14.346763908408615,18.790353155233106,48.64270682479269,15.852932122661713,15.750136857370158,23.422508102831873,17.65928596173928,24.347455218631847,12.395137570282273,12.416986688063439,16.094383529807317,9.265772941353935,17.559859675018465,14.882605369877142,7.530739412839337,7.519006348970149,11.4504185118351,7.787752121408413,13.627222895441424,5.750582928483565,0.0,6.720660980648475,12.795637915340855,17.199040801478734,10.828161968453884,16.20613838456767,9.547500497871543,7.827761798862565,21.000721226243826,17.840731728939627,19.80188413531894,15.717034443185543,18.923375829446858,22.30188314154999,16.387243523239746,18.723611165730187,20.570819925985514,22.397583082911254,23.352057726747603,14.63602661292423,19.07456383514864,16.892562306465976,18.413095514834055,18.156329826756984,17.40817663351253,22.1042973135037,23.52285297658875,20.02828404397691,18.870937494711775
PL63 - Pomorskie,8.65311439545962,9.549470274502628,13.054275066035421,19.929743126794065,52.478173382179534,14.560443280288519,15.888277200578273,21.498944069780638,18.79867593330024,23.054966376258655,11.102648727909079,11.124497845690245,14.801894687434123,13.075918400536631,16.26737083264527,12.880857598776748,6.204885703996817,5.974552390616717,10.157929669461906,8.26159093187745,12.33473405306823,5.988453919952704,6.720660980648475,0.0,11.50314907296766,15.90655195910554,11.636928402938803,14.913649542194475,8.255011655498349,6.094986621965173,21.486179933993004,15.32389876155633,19.240605149400537,14.719629309288361,15.41508097783127,21.199210586846934,15.575021705749744,15.215316314114599,18.0891655761258,21.151613083642694,18.533572305980865,15.592824003081155,16.672583646349814,17.238458558238534,18.304593778528936,17.543122220536606,17.656213467565134,21.29553087901878,22.71408654210383,19.60589911352951,17.189809939800853
